,age,workclass,fnlwgt,education,education_num,marital_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,native_country,income
3042,60, ?,206139, HS-grad,9, Never-married, ?, Not-in-family, White, Female,1409,0,40, United-States, <=50K
3043,35, Private,181576, 11th,9, Divorced, Exec-managerial, Husband, White, Male,0,0,30, United-States, <=50K
3044,34, Private,272778, Masters,12, Divorced, Prof-specialty, Own-child, White, Male,0,0,34, United-States, <=50K
3045,23, Private,138251, Bachelors,10, Never-married, Adm-clerical, Not-in-family, White, Female,25236,0,60, United-States, >50K
3046,25, State-gov,83893, Bachelors,9, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,35, United-States, <=50K
3047,51, Private,254905, Assoc-voc,9, Divorced, Sales, Not-in-family, White, Female,0,0,40, Portugal, <=50K
3048,31, Private,36425, HS-grad,9, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, >50K
3049,30, Local-gov,286983, 9th,9, Widowed, Sales, Unmarried, Black, Female,4787,0,80, United-States, >50K
3050,34, Private,364548, Some-college,13, Divorced, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
3051,49, Private,84570, HS-grad,13, Never-married, Transport-moving, Own-child, White, Male,0,0,35, United-States, <=50K
3052,77, Private,376979, Bachelors,13, Married-civ-spouse, Tech-support, Husband, White, Female,7896,0,45, United-States, >50K
3053,18, Private,241998, Some-college,9, Never-married, Other-service, Not-in-family, White, Male,0,0,35, United-States, >50K
3054,37, Private,174224, 12th,15, Divorced, Prof-specialty, Husband, Black, Female,0,0,35, United-States, >50K
3055,77, Local-gov,214865, Assoc-voc,13, Married-civ-spouse, ?, Not-in-family, White, Male,0,0,40, United-States, <=50K
3056,34, State-gov,112795, HS-grad,13, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,85, United-States, >50K
3057,18, Private,52634, 11th,14, Never-married, Adm-clerical, Unmarried, White, Female,4386,0,45, United-States, <=50K
3058,30, Private,123586, Assoc-acdm,14, Married-civ-spouse, Other-service, Husband, White, Female,594,1848,40, United-States, >50K
3059,46, Private,165949, Some-college,14, Married-civ-spouse, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, >50K
3060,84, Local-gov,495982, Prof-school,9, Separated, Prof-specialty, Husband, White, Female,0,0,40, United-States, <=50K
3061,19, State-gov,92649, Assoc-acdm,5, Never-married, Transport-moving, Own-child, Black, Male,0,0,24, United-States, <=50K
3062,19, ?,277946, Doctorate,13, Never-married, Farming-fishing, Husband, White, Female,0,0,40, United-States, <=50K
3063,65, Private,191230, Some-college,10, Married-civ-spouse, Exec-managerial, Own-child, White, Female,0,0,40, United-States, <=50K
3064,37, Private,63526, Prof-school,9, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
3065,28, Private,203070, Masters,10, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,33, United-States, >50K
3066,74, Self-emp-not-inc,331552, Prof-school,5, Widowed, Transport-moving, Own-child, White, Female,0,0,42, United-States, >50K
3067,20, Private,169639, HS-grad,10, Never-married, Other-service, Not-in-family, White, Male,0,0,20, United-States, >50K
3068,41, Private,175594, 10th,6, Divorced, Craft-repair, Husband, White, Male,10520,0,50, United-States, <=50K
3069,55, Private,324445, 11th,9, Widowed, Prof-specialty, Unmarried, White, Female,0,1977,25, United-States, <=50K
3070,49, Local-gov,167140, Bachelors,13, Divorced, Craft-repair, Husband, White, Female,0,0,60, Vietnam, <=50K
3071,21, State-gov,231826, Assoc-acdm,9, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
3072,19, Private,166636, HS-grad,13, Never-married, Other-service, Husband, White, Female,0,0,40, United-States, <=50K
3073,39, Private,123273, Some-college,10, Never-married, Farming-fishing, Unmarried, White, Male,0,0,50, Greece, <=50K
3074,34, Private,171852, Bachelors,9, Never-married, Transport-moving, Wife, White, Female,0,0,40, United-States, <=50K
3075,52, Private,61708, HS-grad,13, Divorced, Machine-op-inspct, Not-in-family, White, Female,0,0,30, United-States, <=50K
3076,26, Private,129155, Some-college,14, Never-married, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, >50K
3077,17, Local-gov,143030, Some-college,10, Married-civ-spouse, Sales, Unmarried, White, Male,0,0,40, United-States, <=50K
3078,52, Local-gov,206325, HS-grad,9, Never-married, Adm-clerical, Husband, White, Male,0,0,75, United-States, <=50K
3079,34, State-gov,168521, HS-grad,6, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, United-States, <=50K
3080,46, State-gov,176286, HS-grad,13, Never-married, Protective-serv, Not-in-family, Black, Female,0,0,35, Iran, >50K
3081,23, Local-gov,285066, Some-college,3, Divorced, Exec-managerial, Unmarried, White, Female,0,0,45, United-States, >50K
3082,43, Private,220262, Some-college,10, Divorced, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
3083,50, Private,82998, Bachelors,9, Never-married, Other-service, Not-in-family, White, Female,0,0,8, Mexico, <=50K
3084,30, Private,181065, HS-grad,10, Married-civ-spouse, Prof-specialty, Not-in-family, White, Female,0,0,50, United-States, <=50K
3085,74, Private,37232, Bachelors,10, Divorced, Sales, Husband, Asian-Pac-Islander, Female,0,0,12, United-States, <=50K
3086,47, Private,354148, Bachelors,7, Never-married, Sales, Husband, White, Male,7688,1741,46, United-States, <=50K
3087,76, Local-gov,50163, Some-college,12, Married-civ-spouse, Adm-clerical, Not-in-family, White, Male,0,0,15, United-States, <=50K
3088,55, Local-gov,250263, Bachelors,9, Never-married, ?, Not-in-family, White, Female,0,0,40, United-States, <=50K
3089,40, Private,164898, Bachelors,13, Married-civ-spouse, Sales, Unmarried, Asian-Pac-Islander, Female,0,0,40, United-States, >50K
3090,23, Federal-gov,56340, Some-college,10, Divorced, ?, Unmarried, White, Female,0,0,40, United-States, <=50K
3091,26, Private,188467, HS-grad,10, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
3092,30, State-gov,96421, Some-college,10, Married-civ-spouse, Prof-specialty, Not-in-family, White, Female,0,0,75, United-States, <=50K
3093,37, ?,219288, HS-grad,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,30, United-States, >50K
3094,19, Private,196278, HS-grad,10, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, >50K
3095,42, Private,233369, HS-grad,9, Never-married, Prof-specialty, Not-in-family, Black, Male,0,2444,60, United-States, <=50K
3096,20, ?,199832, HS-grad,3, Widowed, Handlers-cleaners, Husband, White, Male,0,0,40, England, <=50K
3097,30, Private,112840, HS-grad,15, Married-civ-spouse, Sales, Not-in-family, White, Female,0,0,40, United-States, >50K
3098,43, Private,108435, HS-grad,10, Divorced, ?, Not-in-family, White, Male,0,0,40, United-States, >50K
3099,68, Private,115963, HS-grad,9, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,19, United-States, <=50K
3100,43, Private,329759, 7th-8th,10, Never-married, Prof-specialty, Unmarried, White, Male,0,0,60, United-States, >50K
3101,48, Private,101436, Masters,5, Divorced, Protective-serv, Not-in-family, White, Female,0,0,24, United-States, <=50K
3102,45, Private,336951, Doctorate,13, Divorced, Sales, Husband, White, Female,0,0,35, United-States, >50K
3103,19, Private,21626, HS-grad,9, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, >50K
3104,33, Private,49893, HS-grad,10, Married-civ-spouse, Sales, Husband, White, Female,0,0,40, United-States, <=50K
3105,41, State-gov,236180, Bachelors,9, Never-married, Prof-specialty, Not-in-family, Black, Female,0,0,45, United-States, <=50K
3106,25, Private,197093, Bachelors,9, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, Cuba, <=50K
3107,43, Private,274689, Bachelors,10, Never-married, Other-service, Own-child, White, Female,0,0,60, United-States, >50K
3108,32, Private,111697, 11th,10, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,30, United-States, <=50K
3109,25, Federal-gov,149726, Assoc-acdm,9, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States, <=50K
3110,42, Private,240027, HS-grad,13, Married-civ-spouse, Exec-managerial, Own-child, White, Female,0,0,40, United-States, >50K
3111,67, Private,223242, HS-grad,9, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
3112,33, Private,53611, Some-college,11, Never-married, ?, Own-child, Asian-Pac-Islander, Male,0,1887,87, India, <=50K
3113,32, Private,167868, Some-college,9, Never-married, Sales, Not-in-family, White, Female,0,0,55, United-States, >50K
3114,57, Private,199903, HS-grad,13, Divorced, Sales, Unmarried, White, Female,0,0,40, United-States, >50K
3115,52, Private,378723, Some-college,14, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
3116,22, Private,456572, Some-college,13, Divorced, Other-service, Own-child, White, Female,0,0,70, United-States, <=50K
3117,20, Private,295510, HS-grad,9, Never-married, ?, Unmarried, White, Female,0,0,41, United-States, >50K
3118,43, Private,286230, HS-grad,16, Married-spouse-absent, Adm-clerical, Not-in-family, White, Female,0,1762,62, Guatemala, <=50K
3119,38, Private,180342, Preschool,5, Divorced, ?, Unmarried, Black, Male,0,0,40, United-States, <=50K
3120,51, Private,417657, Masters,10, Married-civ-spouse, Adm-clerical, Not-in-family, White, Female,0,0,16, United-States, >50K
3121,39, Private,518030, HS-grad,13, Never-married, Handlers-cleaners, Not-in-family, White, Female,0,0,40, United-States, >50K
3122,52, Private,160808, Some-college,10, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,16, United-States, <=50K
3123,30, Private,215243, HS-grad,9, Divorced, Prof-specialty, Not-in-family, Black, Female,0,0,50, Cuba, >50K
3124,63, Private,145711, HS-grad,9, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,50, United-States, <=50K
3125,48, Private,385540, HS-grad,7, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,60, United-States, <=50K
3126,60, Private,173488, HS-grad,10, Divorced, Farming-fishing, Husband, White, Female,0,0,35, United-States, >50K
3127,31, Private,127264, HS-grad,9, Never-married, Prof-specialty, Husband, White, Male,0,0,25, United-States, <=50K
3128,28, Federal-gov,242122, Doctorate,6, Widowed, Other-service, Unmarried, White, Male,0,0,4, United-States, <=50K
3129,29, Private,326342, HS-grad,11, Never-married, Machine-op-inspct, Wife, Black, Female,0,0,40, United-States, >50K
3130,27, Private,264939, 10th,10, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, >50K
3131,74, Private,316000, Bachelors,12, Never-married, Prof-specialty, Husband, Black, Female,0,0,15, ?, <=50K
3132,32, Private,150570, Assoc-voc,10, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,50, United-States, <=50K
3133,27, Private,100508, HS-grad,9, Married-civ-spouse, Adm-clerical, Not-in-family, Black, Female,0,0,12, United-States, >50K
3134,31, Private,380687, Some-college,9, Divorced, Protective-serv, Not-in-family, Black, Male,0,0,40, United-States, >50K
3135,20, Private,108887, Some-college,9, Never-married, Craft-repair, Not-in-family, White, Male,0,0,30, United-States, >50K
3136,41, Private,147206, 11th,13, Never-married, Craft-repair, Not-in-family, White, Female,0,0,38, United-States, <=50K
3137,30, Private,153066, HS-grad,4, Never-married, Handlers-cleaners, Unmarried, White, Male,0,0,45, Mexico, >50K
3138,43, Private,330087, Bachelors,9, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,50, United-States, >50K
3139,78, State-gov,421412, Some-college,16, Married-civ-spouse, Prof-specialty, Husband, Black, Female,0,0,40, United-States, <=50K
3140,28, Federal-gov,190889, Assoc-acdm,13, Never-married, Craft-repair, Unmarried, White, Male,0,0,40, United-States, <=50K
3141,20, Private,179704, Bachelors,10, Divorced, ?, Wife, White, Female,0,0,20, United-States, <=50K
3142,46, Self-emp-not-inc,148903, 9th,15, Never-married, Sales, Other-relative, White, Female,0,0,40, United-States, <=50K
3143,59, Private,176753, Bachelors,14, Married-civ-spouse, Prof-specialty, Unmarried, White, Female,0,0,40, Mexico, >50K
3144,70, Private,229148, Assoc-acdm,9, Married-civ-spouse, Sales, Unmarried, White, Female,0,0,50, United-States, <=50K
3145,66, Private,203674, 10th,13, Divorced, Prof-specialty, Unmarried, White, Female,0,0,55, United-States, <=50K
3146,18, Private,138667, Masters,9, Divorced, Prof-specialty, Own-child, White, Male,0,0,40, Philippines, >50K
3147,34, Self-emp-not-inc,64879, HS-grad,13, Widowed, Exec-managerial, Not-in-family, Other, Female,0,0,87, Greece, >50K
3148,80, Local-gov,229272, Doctorate,6, Never-married, Transport-moving, Not-in-family, White, Female,0,0,40, United-States, <=50K
3149,38, Federal-gov,69847, Prof-school,13, Separated, Armed-Forces, Unmarried, Black, Male,0,0,40, United-States, >50K
3150,31, Private,327573, Bachelors,10, Married-civ-spouse, Prof-specialty, Not-in-family, Black, Male,0,0,40, United-States, >50K
3151,47, Local-gov,153414, Some-college,5, Divorced, Sales, Unmarried, White, Male,0,0,84, United-States, <=50K
3152,44, Private,215039, Prof-school,14, Divorced, Machine-op-inspct, Unmarried, White, Male,0,0,40, United-States, <=50K
3153,51, Private,341672, Bachelors,9, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,20, United-States, <=50K
3154,25, Private,182926, HS-grad,13, Never-married, Machine-op-inspct, Husband, Asian-Pac-Islander, Female,0,0,20, United-States, >50K
3155,43, Private,177705, 10th,9, Married-civ-spouse, ?, Husband, White, Female,0,0,40, United-States, <=50K
3156,51, Private,245193, HS-grad,5, Never-married, Adm-clerical, Not-in-family, White, Male,2329,1579,47, United-States, <=50K
3157,37, Private,121253, Some-college,9, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, Puerto-Rico, <=50K
3158,48, Private,244770, HS-grad,10, Married-civ-spouse, Craft-repair, Own-child, Black, Male,0,0,40, United-States, <=50K
3159,35, Private,340917, Some-college,10, Divorced, ?, Not-in-family, White, Male,0,0,40, United-States, >50K
3160,39, ?,187370, Masters,14, Married-AF-spouse, Prof-specialty, Own-child, White, Female,0,0,40, United-States, >50K
3161,71, Self-emp-not-inc,185912, Masters,11, Separated, Tech-support, Wife, White, Male,0,0,70, United-States, <=50K
3162,27, Private,111169, Bachelors,9, Separated, Exec-managerial, Husband, White, Male,0,0,60, United-States, <=50K
3163,41, Private,54782, HS-grad,10, Married-civ-spouse, Craft-repair, Not-in-family, White, Female,15024,0,40, United-States, <=50K
3164,23, Private,103948, HS-grad,12, Married-AF-spouse, Tech-support, Unmarried, Black, Female,0,0,40, United-States, <=50K
3165,19, Private,228320, Bachelors,9, Never-married, ?, Not-in-family, White, Male,0,0,40, Japan, <=50K
3166,70, Private,268392, Bachelors,7, Never-married, ?, Not-in-family, White, Female,0,0,50, United-States, <=50K
3167,56, Private,88120, HS-grad,10, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
3168,35, Private,192936, Bachelors,10, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States, <=50K
3169,50, Private,373895, HS-grad,13, Married-civ-spouse, Handlers-cleaners, Wife, White, Male,3103,2258,30, Mexico, >50K
3170,50, Private,114927, Bachelors,9, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
3171,47, Private,176696, Bachelors,3, Never-married, Farming-fishing, Not-in-family, White, Female,0,0,40, United-States, >50K
3172,32, Private,125031, HS-grad,5, Divorced, Machine-op-inspct, Unmarried, White, Female,0,0,40, United-States, <=50K
3173,27, State-gov,111232, Assoc-acdm,10, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,45, United-States, <=50K
3174,25, Private,172498, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, >50K
3175,23, Private,239171, 12th,10, Married-spouse-absent, ?, Not-in-family, White, Female,0,0,40, United-States, >50K
3176,66, State-gov,56340, Bachelors,2, Divorced, Exec-managerial, Wife, Asian-Pac-Islander, Male,4650,0,32, ?, >50K
3177,55, Private,126832, Assoc-voc,13, Divorced, Sales, Husband, White, Female,0,0,40, ?, <=50K
3178,63, Private,181717, HS-grad,8, Divorced, Prof-specialty, Unmarried, White, Female,0,0,30, El-Salvador, >50K
3179,51, Private,74977, HS-grad,10, Never-married, Prof-specialty, Husband, White, Female,0,0,41, United-States, <=50K
3180,65, State-gov,150057, Bachelors,13, Separated, Farming-fishing, Not-in-family, White, Female,4101,1138,14, United-States, <=50K
3181,58, Private,318822, HS-grad,9, Never-married, Farming-fishing, Unmarried, Black, Female,0,0,70, South, >50K
3182,60, State-gov,58602, Masters,10, Never-married, Adm-clerical, Own-child, White, Female,0,0,55, United-States, <=50K
3183,25, Private,108887, Preschool,10, Married-civ-spouse, Other-service, Unmarried, Black, Male,0,0,30, United-States, <=50K
3184,28, Private,125279, Bachelors,6, Never-married, ?, Husband, White, Male,0,0,40, United-States, >50K
3185,35, Private,157893, HS-grad,10, Divorced, Sales, Husband, White, Female,0,0,36, Mexico, <=50K
3186,50, Private,276851, HS-grad,9, Never-married, Sales, Unmarried, Asian-Pac-Islander, Male,0,0,75, United-States, <=50K
3187,31, Self-emp-not-inc,172496, Prof-school,10, Never-married, Sales, Unmarried, Black, Female,0,0,20, Iran, <=50K
3188,59, Private,315065, 12th,8, Never-married, Transport-moving, Unmarried, White, Female,0,2246,62, United-States, <=50K
3189,42, Private,144169, HS-grad,13, Never-married, Sales, Husband, White, Male,0,0,40, United-States, <=50K
3190,65, ?,236770, Assoc-voc,14, Married-AF-spouse, Other-service, Unmarried, Amer-Indian-Eskimo, Female,0,0,51, United-States, <=50K
3191,25, Private,189759, Bachelors,9, Married-civ-spouse, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
3192,44, Private,173047, Masters,3, Never-married, ?, Other-relative, White, Male,0,0,40, Columbia, >50K
3193,74, Private,202071, Some-college,7, Divorced, Handlers-cleaners, Not-in-family, Asian-Pac-Islander, Female,3325,3900,62, Puerto-Rico, >50K
3194,63, Private,197369, HS-grad,13, Divorced, Adm-clerical, Own-child, White, Male,0,0,35, United-States, <=50K
3195,41, Private,181153, 10th,10, Never-married, Machine-op-inspct, Husband, White, Female,0,1408,40, Hungary, >50K
3196,19, Private,180342, Bachelors,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
3197,23, Private,157747, Some-college,10, Married-civ-spouse, Priv-house-serv, Wife, White, Female,0,0,72, United-States, <=50K
3198,41, Private,220430, HS-grad,9, Never-married, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
3199,46, Private,309056, 5th-6th,11, Never-married, Other-service, Not-in-family, Other, Female,0,0,72, United-States, >50K
3200,42, Self-emp-not-inc,329355, Masters,11, Never-married, Prof-specialty, Husband, White, Female,0,2377,48, United-States, <=50K
3201,34, Private,193090, HS-grad,10, Married-civ-spouse, Machine-op-inspct, Own-child, White, Female,0,0,5, United-States, <=50K
3202,39, Self-emp-not-inc,131568, Some-college,9, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,25, United-States, <=50K
3203,63, State-gov,112269, 5th-6th,14, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,55, United-States, <=50K
3204,20, Private,240252, HS-grad,5, Never-married, Tech-support, Unmarried, White, Female,0,0,40, United-States, <=50K
3205,23, ?,209609, 12th,9, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
3206,49, State-gov,177147, HS-grad,9, Married-civ-spouse, Prof-specialty, Unmarried, White, Female,0,0,42, United-States, >50K
3207,26, Private,217028, HS-grad,5, Never-married, Craft-repair, Wife, White, Female,0,0,40, United-States, <=50K
3208,47, State-gov,340557, HS-grad,5, Never-married, Sales, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
3209,49, Private,103700, 7th-8th,13, Married-civ-spouse, Craft-repair, Own-child, White, Male,0,0,98, United-States, <=50K
3210,36, Private,98076, Masters,9, Married-civ-spouse, Prof-specialty, Not-in-family, Other, Female,0,0,45, United-States, <=50K
3211,70, Private,217200, 12th,3, Divorced, Adm-clerical, Unmarried, White, Male,6497,1648,85, United-States, >50K
3212,45, Private,165108, HS-grad,14, Never-married, Exec-managerial, Own-child, White, Male,0,2415,50, United-States, <=50K
3213,40, Private,181342, Masters,13, Never-married, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K
3214,57, Private,144608, Assoc-voc,9, Never-married, Prof-specialty, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, United-States, >50K
3215,33, State-gov,270278, Some-college,9, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,30, United-States, <=50K
3216,37, Private,140957, Bachelors,6, Married-civ-spouse, Protective-serv, Not-in-family, White, Female,0,0,40, United-States, <=50K
3217,49, Private,173704, 7th-8th,11, Widowed, Craft-repair, Husband, Black, Male,0,0,50, United-States, >50K
3218,31, Private,142444, Bachelors,13, Married-civ-spouse, Sales, Not-in-family, White, Female,0,0,40, United-States, >50K
3219,42, State-gov,87169, 7th-8th,10, Divorced, Other-service, Other-relative, White, Female,0,0,3, United-States, >50K
3220,34, Private,188950, HS-grad,6, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
3221,90, Private,297449, 10th,15, Never-married, Transport-moving, Wife, Asian-Pac-Islander, Male,0,0,50, Ireland, >50K
3222,40, Self-emp-not-inc,334593, 9th,8, Married-civ-spouse, Prof-specialty, Unmarried, Black, Female,0,2603,25, Japan, <=50K
3223,42, Self-emp-not-inc,205267, HS-grad,12, Never-married, Tech-support, Not-in-family, White, Female,0,0,68, United-States, >50K
3224,33, Private,270886, Masters,10, Never-married, Tech-support, Not-in-family, White, Female,0,0,56, United-States, <=50K
3225,20, Private,255276, 7th-8th,13, Widowed, Prof-specialty, Husband, White, Female,7298,1902,59, Peru, >50K
3226,31, Private,241506, Bachelors,9, Never-married, Adm-clerical, Own-child, White, Female,0,0,10, United-States, <=50K
3227,32, Private,290403, Masters,16, Never-married, Adm-clerical, Husband, White, Female,0,0,40, United-States, >50K
3228,57, Private,334273, Assoc-acdm,13, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, >50K
3229,46, Private,340917, Some-college,5, Separated, Prof-specialty, Not-in-family, White, Male,0,0,22, United-States, <=50K
3230,35, Private,270842, Bachelors,9, Never-married, Transport-moving, Own-child, White, Male,0,0,43, United-States, <=50K
3231,59, Private,190786, Masters,7, Never-married, Machine-op-inspct, Husband, White, Female,3818,0,35, United-States, >50K
3232,35, Private,212304, HS-grad,10, Divorced, Sales, Husband, White, Male,0,0,40, United-States, <=50K
3233,29, Private,137253, Some-college,9, Married-civ-spouse, Other-service, Husband, White, Female,0,0,40, United-States, >50K
3234,29, Private,407669, Bachelors,10, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
3235,34, Private,219424, HS-grad,13, Separated, Adm-clerical, Husband, White, Male,0,0,40, United-States, >50K
3236,19, Private,113035, Prof-school,3, Married-civ-spouse, Prof-specialty, Unmarried, White, Female,3471,2377,88, Poland, <=50K
3237,23, Private,150057, Bachelors,10, Never-married, Transport-moving, Own-child, White, Female,0,0,40, United-States, <=50K
3238,17, Private,164320, HS-grad,9, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, >50K
3239,27, Private,172942, Prof-school,13, Married-civ-spouse, Other-service, Wife, White, Female,0,0,43, United-States, <=50K
3240,32, Private,179973, HS-grad,13, Divorced, ?, Husband, White, Female,0,0,40, United-States, <=50K
3241,25, ?,216256, Some-college,10, Married-civ-spouse, Exec-managerial, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Taiwan, <=50K
3242,29, Private,194636, Bachelors,10, Never-married, Transport-moving, Not-in-family, White, Female,0,0,40, United-States, >50K
3243,48, Private,121471, HS-grad,9, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,20, United-States, >50K
3244,54, Private,295621, HS-grad,11, Separated, Exec-managerial, Not-in-family, White, Female,0,0,60, United-States, <=50K
3245,38, Private,140544, HS-grad,9, Married-civ-spouse, Other-service, Not-in-family, White, Female,0,0,45, United-States, >50K
3246,18, Private,34918, HS-grad,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
3247,58, Private,204596, Bachelors,10, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
3248,25, Private,80430, HS-grad,9, Never-married, Prof-specialty, Unmarried, White, Female,0,0,40, United-States, <=50K
3249,25, Private,199713, Masters,9, Never-married, Prof-specialty, Husband, White, Male,0,0,50, United-States, <=50K
3250,37, Self-emp-not-inc,216907, Bachelors,13, Separated, ?, Not-in-family, White, Female,10605,0,84, United-States, <=50K
3251,27, State-gov,411797, HS-grad,9, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,50, United-States, <=50K
3252,41, Local-gov,142725, Assoc-voc,13, Never-married, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
3253,20, Private,156718, Assoc-voc,10, Never-married, Sales, Not-in-family, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
3254,43, Private,288825, Bachelors,9, Never-married, Exec-managerial, Wife, White, Female,0,0,60, Iran, >50K
3255,26, ?,31264, Bachelors,13, Married-civ-spouse, Prof-specialty, Wife, White, Male,0,0,20, United-States, <=50K
3256,25, Private,363630, Bachelors,2, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,20, United-States, <=50K
3257,34, ?,255279, HS-grad,13, Divorced, Craft-repair, Unmarried, White, Male,0,0,50, United-States, <=50K
3258,34, Private,105616, Bachelors,13, Widowed, Craft-repair, Not-in-family, White, Female,2936,0,28, China, >50K
3259,74, Local-gov,272960, Bachelors,7, Widowed, Tech-support, Unmarried, White, Female,0,0,38, United-States, >50K
3260,23, Private,37345, Some-college,10, Never-married, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
3261,58, Private,352971, Masters,9, Divorced, Sales, Husband, White, Male,0,0,60, China, <=50K
3262,38, Self-emp-inc,109638, 9th,9, Divorced, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K
3263,40, Private,95835, Some-college,12, Never-married, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
3264,34, Local-gov,198797, 9th,3, Widowed, Handlers-cleaners, Not-in-family, Black, Male,0,0,32, United-States, >50K
3265,23, Private,153066, Bachelors,10, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,48, United-States, <=50K
3266,38, Self-emp-not-inc,202214, 9th,10, Married-civ-spouse, Machine-op-inspct, Husband, Black, Female,0,0,40, United-States, >50K
3267,31, Private,37683, HS-grad,9, Never-married, Machine-op-inspct, Husband, White, Female,0,0,38, United-States, >50K
3268,29, Private,217200, Bachelors,10, Never-married, Transport-moving, Husband, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
3269,65, Private,29887, Masters,10, Never-married, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
3270,65, Private,368561, HS-grad,1, Divorced, Protective-serv, Other-relative, White, Female,0,0,38, United-States, >50K
3271,33, Private,46987, Some-college,9, Widowed, Prof-specialty, Not-in-family, White, Male,3942,0,60, United-States, >50K
3272,45, Private,523067, Bachelors,10, Never-married, Sales, Not-in-family, White, Male,0,0,45, United-States, >50K
3273,46, Private,191893, Some-college,13, Never-married, Other-service, Husband, White, Female,2329,0,40, United-States, >50K
3274,40, Private,22155, Bachelors,9, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, >50K
3275,46, Private,403625, HS-grad,13, Never-married, Machine-op-inspct, Unmarried, White, Female,0,0,40, United-States, <=50K
3276,59, Private,416745, Masters,6, Married-civ-spouse, ?, Unmarried, White, Female,0,810,30, United-States, >50K
3277,41, State-gov,128061, Some-college,10, Married-civ-spouse, Prof-specialty, Not-in-family, White, Female,0,0,40, Ecuador, >50K
